,word,count
5087,swore,1
5088,citadel,1
5089,thirty,2
5090,fathom,1
5091,recover,1
5092,alarum,2
5093,throca,1
5094,movousus,1
5095,cargo,7
5096,villianda,1
5097,par,1
5098,corbo,1
5099,blindfold,1
5100,boskos,3
5101,thromuldo,1
5102,muskos,1
5103,dane,1
5104,dutch,1
5105,discover,2
5106,undo,1
5107,vauvado,1
5108,kerely,1
5109,bonto,1
5110,betake,1
5111,seventeen,1
5112,poniards,1
5113,manka,1
5114,revania,1
5115,dulche,1
5116,oscorbidulchos,1
5117,volivorco,1
5118,gather,1
5119,secrets,2
5120,purposes,2
5121,acordo,1
5122,linta,1
5123,granted,1
5124,guarded,4
5125,woodcock,1
5126,muffled,2
5127,safely,2
5128,lock,1
5129,fontibell,1
5130,titled,1
5131,barely,1
5132,prick,1
5133,jove,3
5134,attributes,1
5135,conditions,3
5136,unseal,1
5137,opinion,2
5138,integrity,1
5139,crafts,1
5140,recovers,1
5141,ropes,1
5142,scarre,1
5143,obloquy,2
5144,chastity,2
5145,proper,3
5146,champion,1
5147,conquer,1
5148,future,1
5149,sat,3
5150,braid,1
5151,cozen,3
5152,deliv,1
5153,chang,1
5154,shaking,1
5155,incurred,1
5156,everlasting,1
5157,perverted,1
5158,renown,2
5159,fleshes,1
5160,monumental,1
5161,unchaste,1
5162,rebellion,2
5163,merely,1
5164,treasons,2
5165,reveal,1
5166,attain,1
5167,abhorr,1
5168,contrives,1
5169,erflows,2
5170,damnable,2
5171,trumpeters,1
5172,company,4
5173,dieted,1
5174,apace,2
5175,gladly,1
5176,anatomiz,1
5177,curiously,1
5178,meddle,1
5179,whip,1
5180,meantime,2
5181,overture,2
5182,altogether,2
5183,pretence,1
5184,undertaking,1
5185,austere,1
5186,sanctimony,1
5187,accomplish,1
5188,residing,3
5189,tenderness,1
5190,became,2
5191,justified,1
5192,confirm,1
5193,rector,1
5194,confirmations,1
5195,arming,1
5196,verity,1
5197,heartily,1
5198,mightily,3
5199,acquir,1
5200,encount,1
5201,web,1
5202,mingled,1
5203,yarn,1
5204,crimes,1
5205,street,3
5206,offered,1
5207,needful,2
5208,tartness,1
5209,sixteen,1
5210,month,1
5211,apiece,1
5212,abstract,2
5213,congied,1
5214,nearest,1
5215,returning,1
5216,convoy,2
5217,parcels,1
5218,nicer,1
5219,difficulty,1
5220,departure,2
5221,hereafter,2
5222,dialogue,1
5223,module,1
5224,deceiv,4
5225,prophesier,1
5226,stocks,4
5227,usurping,1
5228,weeps,1
5229,wench,2
5230,milk,1
5231,morgan,1
5232,supposes,1
5233,confession,1
5234,hoodman,1
5235,portotartarossa,1
5236,tortures,1
5237,pinch,1
5238,pasty,1
5239,bosko,1
5240,chimurcho,1
5241,boblibindo,1
5242,chicurmurco,1
5243,merciful,1
5244,unserviceable,1
5245,scattered,1
5246,commanders,1
5247,rogues,3
5248,sacrament,1
5249,saving,1
5250,militarist,1
5251,chape,1
5252,dagger,1
5253,keeping,2
5254,neatly,1
5255,thereabouts,1
5256,con,1
5257,marvellous,1
5258,fifty,4
5259,sebastian,1
5260,corambus,1
5261,guiltian,1
5262,cosmo,1
5263,lodowick,1
5264,gratii,1
5265,chitopher,1
5266,vaumond,1
5267,bentii,1
5268,amounts,1
5269,poll,1
5270,cassocks,1
5271,condition,1
5272,dumain,4
5273,expertness,2
5274,weighing,1
5275,sums,1
5276,inter,1
5277,gatories,1
5278,singly,1
5279,botcher,1
5280,prentice,1
5281,shrieve,1
5282,innocent,1
5283,tile,1
5284,lousy,1
5285,pocket,2
5286,sadness,1
5287,excellently,1
5288,advertisement,1
5289,allurement,1
5290,ruttish,1
5291,behalf,4
5292,whale,1
5293,devours,1
5294,fry,1
5295,rogue,1
5296,scores,2
5297,debts,1
5298,mell,1
5299,forehead,1
5300,devoted,1
5301,manifold,1
5302,linguist,1
5303,amnipotent,1
5304,remainder,1
5305,dungeon,1
5306,anywhere,1
5307,egg,1
5308,cloister,1
5309,rapes,1
5310,ravishments,1
5311,nessus,1
5312,professes,1
5313,hercules,1
5314,volubility,1
5315,drunkenness,1
5316,swine,1
5317,bedclothes,1
5318,straw,1
5319,description,2
5320,tragedians,1
5321,belie,1
5322,ship,1
5323,mile,1
5324,doubling,1
5325,files,2
5326,villain,1
5327,villainy,1
5328,rarity,1
5329,redeems,1
5330,price,4
5331,cardecue,2
5332,salvation,1
5333,entail,1
5334,remainders,1
5335,perpetually,1
5336,excels,1
5337,reputed,1
5338,retreat,1
5339,outruns,1
5340,lackey,1
5341,cramp,1
5342,drumming,1
5343,drums,2
5344,supposition,1
5345,traitorously,1
5346,pestiferous,1
5347,headsman,1
5348,unmuffling,1
5349,sonnet,1
5350,compel,1
5351,impudent,2
5352,burst,2
5353,braggart,2
5354,rust,1
5355,safest,1
5356,gratitude,1
5357,flinty,1
5358,tartar,1
5359,duly,1
5360,hies,1
5361,aiding,1
5362,helper,1
5363,trusting,1
5364,defiles,1
5365,pitchy,1
5366,loathes,1
5367,instructions,1
5368,impositions,1
5369,briers,1
5370,waggon,1
5371,revives,1
5372,misled,1
5373,snipt,1
5374,taffeta,1
5375,villainous,1
5376,saffron,1
5377,unbak,1
5378,doughy,1
5379,advanc,1
5380,tail,1
5381,bee,1
5382,partaken,1
5383,owed,1
5384,rooted,1
5385,sallets,1
5386,herb,2
5387,sallet,2
5388,herbs,2
5389,nebuchadnezzar,1
5390,bauble,1
5391,fisnomy,1
5392,hotter,1
5393,alias,2
5394,woodland,1
5395,chill,1
5396,tricks,4
5397,unhappy,1
5398,sauciness,1
5399,moved,1
5400,minority,1
5401,propose,1
5402,conceived,1
5403,fitter,1
5404,happily,2
5405,post,1
5406,rejoices,1
5407,tal,1
5408,patch,4
5409,pile,1
5410,belike,2
5411,carbonado,1
5412,dozen,1
5413,delicate,2
5414,hats,1
5415,courteous,3
5416,nod,1
5417,exceeding,2
5418,requital,1
5419,unroot,1
5420,goaded,1
5421,occasions,1
5422,nice,1
5423,petition,3
5424,remov,1
5425,unfit,1
5426,inner,1
5427,familiarity,1
5428,muddied,2
5429,mood,1
5430,somewhat,1
5431,henceforth,2
5432,spake,1
5433,metaphor,3
5434,stink,1
5435,foh,1
5436,stool,1
5437,nobleman,1
5438,pur,1
5439,musk,1
5440,fishpond,1
5441,carp,1
5442,ingenious,1
5443,rascally,1
5444,distress,1
5445,similes,1
5446,cruelly,1
5447,scratch,3
5448,pare,1
5449,nails,1
5450,justices,1
5451,penny,1
5452,ha,3
5453,cox,1
5454,sooth,1
5455,inquire,2
5456,estimation,1
5457,blaze,1
5458,erbears,1
5459,burns,1
5460,forgiven,1
5461,revenges,1
5462,astonish,1
5463,richest,1
5464,reconcil,1
5465,repetition,1
5466,deeper,1
5467,incensing,1
5468,sunshine,1
5469,hail,2
5470,distracted,1
5471,blames,1
5472,inaudible,1
5473,noiseless,1
5474,stuck,1
5475,herald,1
5476,infixing,1
5477,warp,1
5478,prais,2
5479,offend,1
5480,excus,1
5481,strikes,2
5482,compt,1
5483,remorseful,1
5484,slowly,1
5485,trivial,2
5486,displeasures,1
5487,destroy,1
5488,shameful,1
5489,sleeps,1
5490,afternoon,1
5491,knell,1
5492,maudlin,1
5493,consents,1
5494,widower,3
5495,cesse,1
5496,digested,2
5497,sparkle,1
5498,fasten,1
5499,necessitied,1
5500,relieve,1
5501,craft,1
5502,reave,1
5503,stead,1
5504,pleases,1
5505,thrown,1
5506,wrapp,2
5507,engag,1
5508,subscrib,1
5509,fully,2
5510,ceas,1
5511,plutus,1
5512,tinct,2
5513,multiplying,1
5514,med,2
5515,cine,2
5516,science,1
5517,enforcement,1
5518,saints,1
5519,conjectural,1
5520,inhuman,1
5521,deadly,3
5522,guards,1
5523,seize,1
5524,proofs,2
5525,vanity,1
5526,sift,1
5527,husbanded,1
5528,dismal,1
5529,thinkings,1
5530,removes,1
5531,undertook,1
5532,vanquish,1
5533,thereto,1
5534,suppliant,1
5535,importing,1
5536,verbal,1
5537,concern,3
5538,protestations,1
5539,seducer,1
5540,flourishes,1
5541,capilet,2
5542,toll,1
5543,heavens,2
5544,discov,1
5545,suitors,2
5546,afeard,1
5547,foully,1
5548,snatch,1
5549,doers,1
5550,sith,1
5551,wives,2
5552,ancient,1
5553,embodied,1
5554,marries,1
5555,desp,1
5556,sink,1
5557,gamester,1
5558,validity,1
5559,parallel,1
5560,commoner,1
5561,preceding,1
5562,gem,1
5563,conferr,1
5564,loath,1
5565,quoted,1
5566,perfidious,1
5567,spots,2
5568,sickens,1
5569,utter,3
5570,lik,1
5571,boarded,1
5572,angle,1
5573,eagerness,1
5574,motives,1
5575,subdu,1
5576,market,2
5577,diet,1
5578,abed,1
5579,boggle,1
5580,feather,1
5581,starts,1
5582,equivocal,1
5583,naughty,1
5584,orator,1
5585,satan,1
5586,limbo,1
5587,furies,1
5588,motions,1
5589,evidence,2
5590,glove,1
5591,customer,1
5592,accus,1
5593,jeweller,1
5594,abus,1
5595,quit,1
5596,defil,1
5597,feels,1
5598,kick,1
5599,exorcist,1
5600,beguiles,1
5601,truer,1
5602,real,1
5603,doubly,1
5604,clearly,1
5605,divorce,1
5606,step,1
5607,onions,1
5608,handkercher,1
5609,curtsies,1
5610,beest,1
5611,uncropped,1
5612,resolvedly,1
5613,epilogue,2
5614,omnes,1
5615,philo,2
5616,dotage,2
5617,musters,1
5618,glow,2
5619,plated,1
5620,devotion,1
5621,tawny,1
5622,scuffles,1
5623,fights,1
5624,buckles,1
5625,reneges,1
5626,temper,1
5627,bellows,1
5628,gipsy,1
5629,antony,108
5630,cleopatra,67
5631,train,3
5632,fanning,1
5633,pillar,1
5634,transform,1
5635,beggary,1
5636,bourn,1
5637,belov,2
5638,rome,13
5639,grates,1
5640,fulvia,18
5641,bearded,1
5642,pow,3
5643,rful,1
5644,mandate,1
5645,enfranchise,1
5646,dismission,1
5647,egypt,17
5648,blushest,1
5649,homager,1
5650,shrill,1
5651,tongu,1
5652,scolds,1
5653,tiber,1
5654,melt,1
5655,arch,1
5656,rang,1
5657,dungy,1
5658,nobleness,1
5659,emhracing,1
5660,pair,1
5661,punishment,1
5662,weet,1
5663,peerless,1
5664,stirr,1
5665,conference,1
5666,fie,1
5667,admir,2
5668,wander,1
5669,streets,2
5670,people,5
5671,demetrius,2
5672,antonius,2
5673,priz,1
5674,alexandria,5
5675,charmian,42
5676,iras,11
5677,alexas,24
5678,soothsayer,13
5679,absolute,2
5680,garlands,1
5681,secrecy,1
5682,enobarbus,43
5683,foresee,2
5684,paint,1
5685,prescience,1
5686,attentive,1
5687,beloving,1
5688,liver,1
5689,drinking,2
5690,forenoon,1
5691,herod,1
5692,jewry,1
5693,homage,1
5694,octavius,2
5695,figs,1
5696,names,1
5697,wenches,1
5698,fertile,1
5699,witch,1
5700,sheets,2
5701,privy,1
5702,palm,2
5703,presages,1
5704,erflowing,1
5705,nilus,2
5706,presageth,1
5707,bedfellow,1
5708,soothsay,1
5709,oily,1
5710,fruitful,1
5711,prognostication,1
5712,worky,1
5713,inch,2
5714,isis,5
5715,fiftyfold,1
5716,prayer,2
5717,heartbreaking,1
5718,loose,1
5719,wiv,1
5720,uncuckolded,1
5721,decorum,1
5722,whores,1
5723,ld,1
5724,dispos,1
5725,mirth,3
5726,roman,3
5727,lucius,1
5728,jointing,1
5729,drave,1
5730,infects,1
5731,teller,1
5732,tale,1
5733,labienus,1
5734,stiff,1
5735,parthian,1
5736,asia,1
5737,euphrates,1
5738,conquering,1
5739,banner,1
5740,syria,1
5741,lydia,1
5742,ionia,1
5743,mince,1
5744,rail,1
5745,taunt,1
5746,earing,1
5747,sicyon,3
5748,egyptian,2
5749,fetters,1
5750,importeth,1
5751,contempts,1
5752,hurl,1
5753,opposite,1
5754,shov,1
5755,enchanting,1
5756,harms,2
5757,idleness,5
5758,hatch,1
5759,compelling,1
5760,occasion,1
5761,catching,1
5762,instantly,1
5763,mettle,1
5764,celerity,1
5765,finest,1
5766,storms,1
5767,almanacs,1
5769,wonderful,1
5770,discredited,1
5771,sacrifice,1
5772,pleaseth,1
5773,deities,1
5774,tailors,1
5775,comforting,1
5776,robes,1
5777,members,1
5778,lamented,1
5779,consolation,1
5780,petticoat,1
5781,onion,1
5782,broached,1
5783,broach,1
5784,wholly,1
5785,abode,1
5786,notice,1
5787,expedience,1
5788,urgent,1
5789,contriving,1
5790,sextus,2
5791,pompeius,2
5792,slippery,1
5793,link,1
5794,deserver,1
5795,pompey,19
5796,dignities,1
5797,courser,1
5798,method,1
5799,tempt,1
5800,planted,1
5801,riotous,1
5802,entangled,1
5803,sued,1
5804,staying,1
5805,inches,1
5806,equality,1
5807,domestic,1
5808,scrupulous,1
5809,faction,1
5810,newly,2
5811,creeps,1
5812,thrived,1
5813,threaten,1
5814,quietness,1
5815,childishness,1
5816,garboils,2
5817,vials,1
5818,sorrowful,1
5819,quickens,1
5820,slime,1
5821,affects,1
5822,dissembling,1
5823,meetly,1
5824,target,1
5825,mends,1
5826,herculean,1
5827,carriage,1
5828,chafe,1
5829,royalty,1
5830,sweating,1
5831,becomings,1
5832,laurel,1
5833,victory,1
5834,smooth,1
5835,feet,1
5836,abides,1
5837,lepidus,24
5838,competitor,1
5839,fishes,1
5840,lamps,1
5841,manlike,1
5842,ptolemy,2
5843,womanly,1
5844,vouchsaf,1
5845,partners,2
5846,enow,1
5847,darken,1
5848,blackness,1
5849,hereditary,1
5850,purchas,1
5851,chooses,1
5852,indulgent,1
5853,tumble,1
5854,tippling,1
5855,reel,1
5856,noon,1
5857,buffet,1
5858,sweat,1
5859,composure,1
5860,blemish,1
5861,foils,1
5862,lightness,1
5863,vacancy,2
5864,voluptuousness,1
5865,surfeits,1
5866,dryness,1
5867,chid,1
5868,mature,1
5869,pawn,1
5870,biddings,1
5871,ports,1
5872,discontents,1
5873,primal,1
5874,ebb,1
5875,lackeying,1
5876,rot,1
5877,menecrates,4
5878,menas,8
5879,pirates,1
5880,keels,1
5881,inroads,1
5882,borders,1
5883,maritime,1
5884,flush,1
5885,resisted,1
5886,wassails,1
5887,modena,1
5888,hirtius,1
5889,pansa,1
5890,consuls,1
5891,daintily,1
5892,savages,1
5893,stale,2
5894,puddle,1
5895,beasts,1
5896,cough,1
5897,deign,1
5898,roughest,1
5899,berry,1
5900,rudest,1
5901,stag,1
5902,pasture,1
5903,barks,1
5904,alps,1
5905,wounds,2
5906,lank,1
5907,thrives,1
5908,stirs,1
5909,partaker,1
5910,mardian,5
5911,mandragora,1
5912,gap,2
5913,eunuch,2
5914,unseminar,1
5915,freer,1
5916,venus,2
5917,wot,1
5918,mov,2
5919,demi,1
5920,atlas,1
5921,burgonet,1
5922,murmuring,1
5923,nile,1
5924,delicious,1
5925,phoebus,1
5926,pinches,1
5927,wrinkled,1
5928,fronted,2
5929,morsel,1
5930,anchor,1
5931,unlike,1
5932,doubled,1
5933,orient,1
5934,oyster,1
5935,opulent,1
5936,nodded,1
5937,soberly,1
5938,mount,2
5939,gaunt,1
5940,beastly,1
5941,extremes,1
5942,mingle,1
5943,violence,1
5944,posts,1
5945,chok,1
5946,emphasis,1
5947,paragon,1
5948,salad,1
5949,unpeople,1
5950,messina,1
5951,assist,1
5952,justest,1
5953,rs,1
5954,crescent,1
5955,auguring,1
5956,gets,1
5957,flatters,1
5958,silvius,1
5959,charms,1
5960,soften,1
5961,wan,1
5962,witchcraft,1
5963,fuming,1
5964,epicurean,1
5965,cooks,1
5966,sharpen,1
5967,cloyless,1
5968,sauce,1
5969,prorogue,1
5970,lethe,1
5971,dullness,1
5972,varrius,3
5973,expected,1
5974,surfeiter,1
5975,donn,1
5976,rear,1
5977,stirring,1
5978,wearied,1
5979,trespasses,1
5980,warr,1
5981,enmities,1
5982,pregnant,1
5983,entertained,1
5984,cement,1
5985,divisions,1
5986,strongest,1
5987,jupiter,1
5988,wearer,1
5989,shave,1
5990,stomaching,1
5991,matters,2
5992,embers,1
5993,ventidius,2
5994,maecenas,12
5995,agrippa,18
5996,compose,1
5997,parthia,1
5998,combin,1
5999,leaner,1
6000,murder,1
6001,healing,1
6002,earnestly,1
6003,curstness,1
6004,arinies,1
6005,derogately,1
6006,practise,1
6007,practis,1
6008,befall,1
6009,contestation,1
6010,theme,1
6011,drew,1
6012,discredit,1
6013,laying,1
6014,excuses,1
6015,partner,1
6016,graceful,1
6017,snaffle,1
6018,uncurbable,1
6019,impatience,1
6020,shrewdness,1
6021,grieving,1
6022,disquiet,1
6023,wrote,1
6024,rioting,1
6025,taunts,1
6026,gibe,1
6027,missive,1
6028,feasted,1
6029,wipe,1
6030,article,2
6031,talks,1
6032,requir,1
6033,penitent,1
6034,stoop,1
6035,atone,1
6036,worthily,2
6037,wrangle,1
6038,considerate,1
6039,dislike,1
6040,diff,1
6041,hoop,1
6042,stanch,1
6043,octavia,4
6044,reproof,1
6045,rashness,1
6046,brothers,2
6047,unslipping,1
6048,jealousies,1
6049,dangers,1
6050,tales,2
6051,studied,1
6052,ruminated,1
6053,fairly,1
6054,govern,1
6055,misenum,1
6056,gladness,1
6057,invite,1
6058,boars,1
6059,roasted,1
6060,breakfast,1
6061,twelve,1
6062,noting,1
6063,purs,1
6064,cydnus,1
6065,reporter,1
6066,devis,1
6067,barge,2
6068,burnish,1
6069,poop,1
6070,sails,1
6071,oars,1
6072,flutes,1
6073,stroke,1
6074,strokes,1
6075,cloth,1
6076,tissue,1
6077,erpicturing,1
6078,dimpled,1
6079,cupids,1
6080,fans,1
6081,undid,1
6082,gentlewomen,1
6083,nereides,1
6084,mermaids,1
6085,adornings,1
6086,mermaid,1
6087,steers,1
6088,silken,1
6089,tackle,1
6090,yarely,1
6091,invisible,1
6092,perfume,1
6093,adjacent,1
6094,wharfs,1
6095,enthron,1
6096,whistling,1
6097,landing,1
6098,supper,1
6099,replied,1
6100,entreated,1
6101,ordinary,1
6102,ploughed,1
6103,cropp,1
6104,forty,1
6105,paces,1
6106,panted,1
6107,breathless,1
6108,utterly,1
6109,custom,1
6110,variety,1
6111,cloy,1
6112,appetites,1
6113,satisfies,1
6114,priests,1
6115,riggish,1
